order_id,order_status,delivery_person_id,created_at_eet,received_at_eet,started_at_eet,arrived_at_eet,delivered_at_eet,,,
6777750,completed,402571,10/1/2022 12:29,10/1/2022 12:58,10/1/2022 13:32,10/1/2022 13:43,10/1/2022 13:43,,,
6777064,completed,379785,10/1/2022 11:57,10/1/2022 12:20,10/1/2022 12:21,10/1/2022 12:28,10/1/2022 12:32,,,
6775882,completed,379779,10/1/2022 11:01,10/1/2022 11:11,10/1/2022 11:11,10/1/2022 11:15,10/1/2022 11:17,,,
6774767,completed,379785,10/1/2022 10:02,10/1/2022 10:16,10/1/2022 10:18,10/1/2022 10:23,10/1/2022 10:25,,,
6774997,completed,402571,10/1/2022 10:15,10/1/2022 10:26,10/1/2022 10:37,10/1/2022 10:45,10/1/2022 10:49,,,
6779069,completed,379785,10/1/2022 13:41,10/1/2022 14:02,10/1/2022 14:15,10/1/2022 14:20,10/1/2022 14:24,,,
6779090,completed,379770,10/1/2022 13:42,10/1/2022 14:02,10/1/2022 14:17,10/1/2022 14:24,10/1/2022 14:26,,,
6779643,completed,354690,10/1/2022 14:12,10/1/2022 14:22,10/1/2022 14:37,10/1/2022 14:42,10/1/2022 14:49,,,
6777706,completed,379785,10/1/2022 12:27,10/1/2022 12:46,10/1/2022 13:30,10/1/2022 13:33,10/1/2022 13:37,,,
6777726,completed,379785,10/1/2022 12:28,10/1/2022 13:09,10/1/2022 13:20,10/1/2022 13:24,10/1/2022 13:30,,,
6777462,completed,548763,10/1/2022 12:15,10/1/2022 12:41,10/1/2022 12:52,10/1/2022 13:07,10/1/2022 13:09,,,
6775105,completed,402571,10/1/2022 10:21,10/1/2022 10:25,10/1/2022 10:26,10/1/2022 10:33,10/1/2022 10:37,,,
6774673,completed,379779,10/1/2022 9:57,10/1/2022 10:06,10/1/2022 10:06,10/1/2022 10:06,10/1/2022 10:09,,,
6772897,not-received,287306,10/1/2022 7:18,10/1/2022 7:33,10/1/2022 7:33,10/1/2022 7:39,,,,
6776168,completed,379779,10/1/2022 11:14,10/1/2022 11:24,10/1/2022 11:29,10/1/2022 11:35,10/1/2022 11:54,,,
6774094,completed,379785,10/1/2022 9:18,10/1/2022 9:22,10/1/2022 9:24,10/1/2022 9:31,10/1/2022 9:36,,,
6773420,completed,379779,10/1/2022 8:17,10/1/2022 8:28,10/1/2022 8:30,10/1/2022 8:34,10/1/2022 8:36,,,
6772733,completed,438128,10/1/2022 7:08,10/1/2022 7:13,10/1/2022 7:13,10/1/2022 7:16,10/1/2022 7:18,,,
6779422,completed,354690,10/1/2022 13:59,10/1/2022 14:11,10/1/2022 14:24,10/1/2022 14:31,10/1/2022 14:36,,,
6779575,completed,548763,10/1/2022 14:08,10/1/2022 14:23,10/1/2022 14:33,10/1/2022 14:38,10/1/2022 14:47,,,
6778735,completed,548763,10/1/2022 13:23,10/1/2022 13:42,10/1/2022 13:47,10/1/2022 13:54,10/1/2022 14:02,,,
6774922,completed,379779,10/1/2022 10:10,10/1/2022 10:17,10/1/2022 10:17,10/1/2022 10:25,10/1/2022 10:26,,,
6772390,not-received,438128,10/1/2022 3:18,10/1/2022 7:24,10/1/2022 7:31,10/1/2022 7:33,,,,
6773066,completed,287306,10/1/2022 7:25,10/1/2022 7:40,10/1/2022 7:45,10/1/2022 7:49,10/1/2022 7:54,,,
6776851,completed,379770,10/1/2022 11:46,10/1/2022 12:11,10/1/2022 12:14,10/1/2022 12:22,10/1/2022 12:25,,,
6776865,completed,548763,10/1/2022 11:47,10/1/2022 12:10,10/1/2022 12:12,10/1/2022 12:17,10/1/2022 12:21,,,
6778990,completed,379770,10/1/2022 13:37,10/1/2022 13:58,10/1/2022 13:59,10/1/2022 14:04,10/1/2022 14:07,,,
6775852,completed,402571,10/1/2022 10:59,10/1/2022 11:05,10/1/2022 11:23,10/1/2022 11:27,10/1/2022 11:29,,,
6777803,completed,364676,10/1/2022 12:32,10/1/2022 13:05,10/1/2022 13:48,10/1/2022 13:56,10/1/2022 13:58,,,
6785247,completed,449971,10/1/2022 20:07,10/1/2022 20:38,10/1/2022 20:38,10/1/2022 20:48,10/1/2022 20:49,,,
6786453,completed,378483,10/1/2022 21:30,10/1/2022 21:42,10/1/2022 21:43,10/1/2022 21:48,10/1/2022 21:48,,,
6785982,completed,378483,10/1/2022 20:56,10/1/2022 21:08,10/1/2022 21:08,10/1/2022 21:11,10/1/2022 21:14,,,
6781753,completed,447065,10/1/2022 16:19,10/1/2022 16:30,10/1/2022 16:30,10/1/2022 16:36,10/1/2022 16:40,,,
6781019,completed,449971,10/1/2022 15:31,10/1/2022 16:56,10/1/2022 17:09,10/1/2022 17:20,10/1/2022 17:21,,,
6786369,completed,330526,10/1/2022 21:23,10/1/2022 21:33,10/1/2022 21:35,10/1/2022 21:43,10/1/2022 21:44,,,
6781847,completed,378483,10/1/2022 16:26,10/1/2022 16:38,10/1/2022 16:38,10/1/2022 16:49,10/1/2022 16:52,,,
6786733,completed,441743,10/1/2022 21:50,10/1/2022 22:11,10/1/2022 22:24,10/1/2022 22:34,10/1/2022 22:40,,,
6781049,completed,449971,10/1/2022 15:33,10/1/2022 15:55,10/1/2022 15:55,10/1/2022 16:00,10/1/2022 16:03,,,
6786639,completed,441743,10/1/2022 21:43,10/1/2022 22:11,10/1/2022 22:12,10/1/2022 22:19,10/1/2022 22:24,,,
6782040,completed,330526,10/1/2022 16:40,10/1/2022 16:50,10/1/2022 16:50,10/1/2022 16:55,10/1/2022 16:55,,,
6785036,completed,447065,10/1/2022 19:56,10/1/2022 20:12,10/1/2022 20:12,10/1/2022 20:17,10/1/2022 20:20,,,
6782445,completed,447065,10/1/2022 17:10,10/1/2022 17:31,10/1/2022 17:31,10/1/2022 17:39,10/1/2022 17:42,,,
6786598,completed,483451,10/1/2022 21:41,10/1/2022 21:58,10/1/2022 21:58,10/1/2022 22:01,10/1/2022 22:04,,,
6783063,completed,378483,10/1/2022 17:55,10/1/2022 18:13,10/1/2022 18:13,10/1/2022 18:18,10/1/2022 18:24,,,
6785237,completed,378483,10/1/2022 20:07,10/1/2022 20:25,10/1/2022 20:25,10/1/2022 20:46,10/1/2022 20:49,,,
6784453,completed,378483,10/1/2022 19:22,10/1/2022 19:37,10/1/2022 19:37,10/1/2022 19:38,10/1/2022 19:41,,,
6785115,completed,483451,10/1/2022 20:00,10/1/2022 20:25,10/1/2022 20:25,10/1/2022 20:31,10/1/2022 20:33,,,
6782555,completed,447065,10/1/2022 17:18,10/1/2022 17:32,10/1/2022 17:54,10/1/2022 18:00,10/1/2022 18:02,,,
6782619,completed,330526,10/1/2022 17:22,10/1/2022 17:46,10/1/2022 17:46,10/1/2022 18:01,10/1/2022 18:01,,,
6784771,completed,441743,10/1/2022 19:41,10/1/2022 19:48,10/1/2022 19:48,10/1/2022 19:52,10/1/2022 19:55,,,
6785250,completed,378483,10/1/2022 20:08,10/1/2022 20:30,10/1/2022 20:30,10/1/2022 20:38,10/1/2022 20:40,,,
6783536,completed,441743,10/1/2022 18:28,10/1/2022 18:40,10/1/2022 18:40,10/1/2022 18:50,10/1/2022 18:54,,,
6781523,completed,330526,10/1/2022 16:02,10/1/2022 16:31,10/1/2022 16:31,10/1/2022 16:36,10/1/2022 16:41,,,
6784934,completed,330526,10/1/2022 19:51,10/1/2022 19:59,10/1/2022 20:03,10/1/2022 20:13,10/1/2022 20:13,,,
6782702,completed,378483,10/1/2022 17:29,10/1/2022 17:47,10/1/2022 17:48,10/1/2022 17:52,10/1/2022 17:55,,,
6783209,completed,378483,10/1/2022 18:06,10/1/2022 18:15,10/1/2022 18:25,10/1/2022 18:28,10/1/2022 18:32,,,
6780673,completed,379785,10/1/2022 15:09,10/1/2022 15:30,10/1/2022 15:31,10/1/2022 15:34,10/1/2022 15:36,,,
6783089,completed,330526,10/1/2022 17:57,10/1/2022 18:07,10/1/2022 18:07,10/1/2022 18:19,10/1/2022 18:21,,,
6784225,completed,330526,10/1/2022 19:09,10/1/2022 19:35,10/1/2022 19:35,10/1/2022 19:46,10/1/2022 19:47,,,
6782082,completed,483451,10/1/2022 16:44,10/1/2022 16:50,10/1/2022 16:50,10/1/2022 17:04,10/1/2022 17:07,,,
6783300,completed,483451,10/1/2022 18:13,10/1/2022 18:18,10/1/2022 18:18,10/1/2022 18:22,10/1/2022 18:24,,,
6787500,completed,441743,10/1/2022 22:44,10/1/2022 22:56,10/1/2022 22:56,10/1/2022 23:04,10/1/2022 23:04,,,
6787754,completed,330526,10/1/2022 23:05,10/1/2022 23:08,10/1/2022 23:08,10/1/2022 23:19,10/1/2022 23:22,,,
6786976,completed,438128,10/1/2022 22:06,10/2/2022 5:45,10/2/2022 5:52,10/2/2022 5:58,10/2/2022 6:01,,,
6775931,completed,364676,10/1/2022 11:03,10/2/2022 9:50,10/2/2022 9:55,10/2/2022 10:00,10/2/2022 10:08,,,
6775139,completed,379779,10/1/2022 10:23,10/1/2022 10:29,10/1/2022 10:35,10/1/2022 10:44,10/1/2022 10:44,,,
6777121,completed,548763,10/1/2022 12:00,10/1/2022 12:20,10/1/2022 12:41,10/1/2022 12:49,10/1/2022 12:51,,,
6773674,cancelled,379779,10/1/2022 8:42,,,,,,,
6772615,completed,438128,10/1/2022 6:25,10/1/2022 6:33,10/1/2022 6:33,10/1/2022 6:39,10/1/2022 6:42,,,
6772305,completed,438128,10/1/2022 2:44,10/1/2022 2:51,10/1/2022 2:51,10/1/2022 2:58,10/1/2022 3:01,,,
6777614,completed,364676,10/1/2022 12:22,10/1/2022 12:51,10/1/2022 13:05,10/1/2022 13:08,10/1/2022 13:11,,,
6774740,completed,364676,10/1/2022 10:00,10/1/2022 10:09,10/1/2022 10:19,10/1/2022 10:25,10/1/2022 10:27,,,
6776907,completed,354690,10/1/2022 11:49,10/1/2022 12:23,10/1/2022 12:37,10/1/2022 12:41,10/1/2022 12:43,,,
6775423,completed,379785,10/1/2022 10:37,10/1/2022 10:44,10/1/2022 10:44,10/1/2022 10:54,10/1/2022 11:00,,,
6777392,completed,379770,10/1/2022 12:12,10/1/2022 12:39,10/1/2022 13:02,10/1/2022 13:14,10/1/2022 13:17,,,
6776818,completed,402571,10/1/2022 11:45,10/1/2022 12:14,10/1/2022 12:19,10/1/2022 12:29,10/1/2022 12:34,,,
6775457,completed,379785,10/1/2022 10:39,10/1/2022 10:43,10/1/2022 11:01,10/1/2022 11:02,10/1/2022 11:05,,,
6775864,completed,402571,10/1/2022 11:00,10/1/2022 11:07,10/1/2022 11:30,10/1/2022 11:38,10/1/2022 11:43,,,
6775690,completed,354690,10/1/2022 10:51,10/1/2022 11:07,10/1/2022 11:08,10/1/2022 11:20,10/1/2022 11:22,,,
6775022,completed,379770,10/1/2022 10:16,10/1/2022 10:27,10/1/2022 10:42,10/1/2022 10:48,10/1/2022 10:53,,,
